code,code_type,description,code_class
F10.24,ICD10CM,Alcohol dependence with alcohol-induced mood disorder,alcohol
F10.250,ICD10CM,Alcohol dependence with alcohol-induced psychotic disorder with delusions,alcohol
F10.251,ICD10CM,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,alcohol
F10.259,ICD10CM,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified",alcohol
F10.26,ICD10CM,Alcohol dependence with alcohol-induced persisting amnestic disorder,alcohol
F10.27,ICD10CM,Alcohol dependence with alcohol-induced persisting dementia,alcohol
F10.280,ICD10CM,Alcohol dependence with alcohol-induced anxiety disorder,alcohol
F10.281,ICD10CM,Alcohol dependence with alcohol-induced sexual dysfunction,alcohol
F10.282,ICD10CM,Alcohol dependence with alcohol-induced sleep disorder,alcohol
F10.288,ICD10CM,Alcohol dependence with other alcohol-induced disorder,alcohol
F10.29,ICD10CM,Alcohol dependence with unspecified alcohol-induced disorder,alcohol
F10.920,ICD10CM,"Alcohol use, unspecified with intoxication, uncomplicated",alcohol
F10.921,ICD10CM,"Alcohol use, unspecified with intoxication delirium",alcohol
F10.929,ICD10CM,"Alcohol use, unspecified with intoxication, unspecified",alcohol
F10.94,ICD10CM,"Alcohol use, unspecified with alcohol-induced mood disorder",alcohol
F10.950,ICD10CM,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",alcohol
F10.951,ICD10CM,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",alcohol
F10.959,ICD10CM,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified",alcohol
F10.96,ICD10CM,"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder",alcohol
F10.97,ICD10CM,"Alcohol use, unspecified with alcohol-induced persisting dementia",alcohol
F10.980,ICD10CM,"Alcohol use, unspecified with alcohol-induced anxiety disorder",alcohol
F10.981,ICD10CM,"Alcohol use, unspecified with alcohol-induced sexual dysfunction",alcohol
F10.982,ICD10CM,"Alcohol use, unspecified with alcohol-induced sleep disorder",alcohol
F10.988,ICD10CM,"Alcohol use, unspecified with other alcohol-induced disorder",alcohol
F10.99,ICD10CM,"Alcohol use, unspecified with unspecified alcohol-induced disorder",alcohol
T51.0X1A,ICD10CM,"Toxic effect of ethanol, accidental (unintentional), initial encounter",alcohol
T51.0X1D,ICD10CM,"Toxic effect of ethanol, accidental (unintentional), subsequent encounter",alcohol
T51.0X1S,ICD10CM,"Toxic effect of ethanol, accidental (unintentional), sequela",alcohol
T51.0X2A,ICD10CM,"Toxic effect of ethanol, intentional self-harm, initial encounter",alcohol
T51.0X2D,ICD10CM,"Toxic effect of ethanol, intentional self-harm, subsequent encounter",alcohol
T51.0X2S,ICD10CM,"Toxic effect of ethanol, intentional self-harm, sequela",alcohol
T51.0X3A,ICD10CM,"Toxic effect of ethanol, assault, initial encounter",alcohol
T51.0X3D,ICD10CM,"Toxic effect of ethanol, assault, subsequent encounter",alcohol
T51.0X3S,ICD10CM,"Toxic effect of ethanol, assault, sequela",alcohol
T51.0X4A,ICD10CM,"Toxic effect of ethanol, undetermined, initial encounter",alcohol
T51.0X4D,ICD10CM,"Toxic effect of ethanol, undetermined, subsequent encounter",alcohol
T51.0X4S,ICD10CM,"Toxic effect of ethanol, undetermined, sequela",alcohol
T51.1X1A,ICD10CM,"Toxic effect of methanol, accidental (unintentional), initial encounter",alcohol
T51.1X1D,ICD10CM,"Toxic effect of methanol, accidental (unintentional), subsequent encounter",alcohol
T51.1X1S,ICD10CM,"Toxic effect of methanol, accidental (unintentional), sequela",alcohol
T51.1X2A,ICD10CM,"Toxic effect of methanol, intentional self-harm, initial encounter",alcohol
T51.1X2D,ICD10CM,"Toxic effect of methanol, intentional self-harm, subsequent encounter",alcohol
T51.1X2S,ICD10CM,"Toxic effect of methanol, intentional self-harm, sequela",alcohol
T51.1X3A,ICD10CM,"Toxic effect of methanol, assault, initial encounter",alcohol
T51.1X3D,ICD10CM,"Toxic effect of methanol, assault, subsequent encounter",alcohol
T51.1X3S,ICD10CM,"Toxic effect of methanol, assault, sequela",alcohol
T51.1X4A,ICD10CM,"Toxic effect of methanol, undetermined, initial encounter",alcohol
T51.1X4D,ICD10CM,"Toxic effect of methanol, undetermined, subsequent encounter",alcohol
T51.1X4S,ICD10CM,"Toxic effect of methanol, undetermined, sequela",alcohol
T51.2X1A,ICD10CM,"Toxic effect of 2-Propanol, accidental (unintentional), initial encounter",alcohol
T51.2X1D,ICD10CM,"Toxic effect of 2-Propanol, accidental (unintentional), subsequent encounter",alcohol
T51.2X1S,ICD10CM,"Toxic effect of 2-Propanol, accidental (unintentional), sequela",alcohol
T51.2X2A,ICD10CM,"Toxic effect of 2-Propanol, intentional self-harm, initial encounter",alcohol
T51.2X2D,ICD10CM,"Toxic effect of 2-Propanol, intentional self-harm, subsequent encounter",alcohol
T51.2X2S,ICD10CM,"Toxic effect of 2-Propanol, intentional self-harm, sequela",alcohol
T51.2X3A,ICD10CM,"Toxic effect of 2-Propanol, assault, initial encounter",alcohol
T51.2X3D,ICD10CM,"Toxic effect of 2-Propanol, assault, subsequent encounter",alcohol
T51.2X3S,ICD10CM,"Toxic effect of 2-Propanol, assault, sequela",alcohol
T51.2X4A,ICD10CM,"Toxic effect of 2-Propanol, undetermined, initial encounter",alcohol
T51.2X4D,ICD10CM,"Toxic effect of 2-Propanol, undetermined, subsequent encounter",alcohol
T51.2X4S,ICD10CM,"Toxic effect of 2-Propanol, undetermined, sequela",alcohol
T51.3X1A,ICD10CM,"Toxic effect of fusel oil, accidental (unintentional), initial encounter",alcohol
T51.3X1D,ICD10CM,"Toxic effect of fusel oil, accidental (unintentional), subsequent encounter",alcohol
T51.3X1S,ICD10CM,"Toxic effect of fusel oil, accidental (unintentional), sequela",alcohol
T51.3X2A,ICD10CM,"Toxic effect of fusel oil, intentional self-harm, initial encounter",alcohol
T51.3X2D,ICD10CM,"Toxic effect of fusel oil, intentional self-harm, subsequent encounter",alcohol
T51.3X2S,ICD10CM,"Toxic effect of fusel oil, intentional self-harm, sequela",alcohol
T51.3X3A,ICD10CM,"Toxic effect of fusel oil, assault, initial encounter",alcohol
T51.3X3D,ICD10CM,"Toxic effect of fusel oil, assault, subsequent encounter",alcohol
T51.3X3S,ICD10CM,"Toxic effect of fusel oil, assault, sequela",alcohol
T51.3X4A,ICD10CM,"Toxic effect of fusel oil, undetermined, initial encounter",alcohol
T51.3X4D,ICD10CM,"Toxic effect of fusel oil, undetermined, subsequent encounter",alcohol
T51.3X4S,ICD10CM,"Toxic effect of fusel oil, undetermined, sequela",alcohol
T51.8X1A,ICD10CM,"Toxic effect of other alcohols, accidental (unintentional), initial encounter",alcohol
T51.8X1D,ICD10CM,"Toxic effect of other alcohols, accidental (unintentional), subsequent encounter",alcohol
T51.8X1S,ICD10CM,"Toxic effect of other alcohols, accidental (unintentional), sequela",alcohol
T51.8X2A,ICD10CM,"Toxic effect of other alcohols, intentional self-harm, initial encounter",alcohol
T51.8X2D,ICD10CM,"Toxic effect of other alcohols, intentional self-harm, subsequent encounter",alcohol
T51.8X2S,ICD10CM,"Toxic effect of other alcohols, intentional self-harm, sequela",alcohol
T51.8X3A,ICD10CM,"Toxic effect of other alcohols, assault, initial encounter",alcohol
T51.8X3D,ICD10CM,"Toxic effect of other alcohols, assault, subsequent encounter",alcohol
T51.8X3S,ICD10CM,"Toxic effect of other alcohols, assault, sequela",alcohol
T51.8X4A,ICD10CM,"Toxic effect of other alcohols, undetermined, initial encounter",alcohol
T51.8X4D,ICD10CM,"Toxic effect of other alcohols, undetermined, subsequent encounter",alcohol
T51.8X4S,ICD10CM,"Toxic effect of other alcohols, undetermined, sequela",alcohol
T51.91XA,ICD10CM,"Toxic effect of unspecified alcohol, accidental (unintentional), initial encounter",alcohol
T51.91XD,ICD10CM,"Toxic effect of unspecified alcohol, accidental (unintentional), subsequent encounter",alcohol
T51.91XS,ICD10CM,"Toxic effect of unspecified alcohol, accidental (unintentional), sequela",alcohol
T51.92XA,ICD10CM,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter",alcohol
T51.92XD,ICD10CM,"Toxic effect of unspecified alcohol, intentional self-harm, subsequent encounter",alcohol
T51.92XS,ICD10CM,"Toxic effect of unspecified alcohol, intentional self-harm, sequela",alcohol
T51.93XA,ICD10CM,"Toxic effect of unspecified alcohol, assault, initial encounter",alcohol
T51.93XD,ICD10CM,"Toxic effect of unspecified alcohol, assault, subsequent encounter",alcohol
T51.93XS,ICD10CM,"Toxic effect of unspecified alcohol, assault, sequela",alcohol
T51.94XA,ICD10CM,"Toxic effect of unspecified alcohol, undetermined, initial encounter",alcohol
T51.94XD,ICD10CM,"Toxic effect of unspecified alcohol, undetermined, subsequent encounter",alcohol
T51.94XS,ICD10CM,"Toxic effect of unspecified alcohol, undetermined, sequela",alcohol
K29.20,ICD10CM,Alcoholic gastritis without bleeding,alcohol
K29.21,ICD10CM,Alcoholic gastritis with bleeding,alcohol
K70.30,ICD10CM,Alcoholic cirrhosis of liver without ascites,alcohol
Z71.41,ICD10CM,Alcohol abuse counseling and surveillance of alcoholic,alcohol
Z71.42,ICD10CM,Counseling for family member of alcoholic,alcohol
E52,ICD10CM,Niacin deficiency [pellagra],alcohol
I42.6,ICD10CM,Alcoholic cardiomyopathy,alcohol
K70.0,ICD10CM,Alcoholic fatty liver,alcohol
K70.9,ICD10CM,"Alcoholic liver disease, unspecified",alcohol
G62.1,ICD10CM,Alcoholic polyneuropathy,alcohol
F10.11,ICD10CM,"Alcohol abuse, in remission",alcohol
K70.31,ICD10CM,Alcoholic cirrhosis of liver with ascites,alcohol
F10.130,ICD10CM,"Alcohol abuse with withdrawal, uncomplicated",alcohol
F10.131,ICD10CM,Alcohol abuse with withdrawal delirium,alcohol
F10.132,ICD10CM,Alcohol abuse with withdrawal with perceptual disturbance,alcohol
F10.139,ICD10CM,"Alcohol abuse with withdrawal, unspecified",alcohol
F10.930,ICD10CM,"Alcohol use, unspecified with withdrawal, uncomplicated",alcohol
F10.931,ICD10CM,"Alcohol use, unspecified with withdrawal delirium",alcohol
F10.932,ICD10CM,"Alcohol use, unspecified with withdrawal with perceptual disturbance",alcohol
F10.939,ICD10CM,"Alcohol use, unspecified with withdrawal, unspecified",alcohol
F11.10,ICD10CM,"Opioid abuse, uncomplicated",drug
F11.120,ICD10CM,"Opioid abuse with intoxication, uncomplicated",drug
F11.121,ICD10CM,Opioid abuse with intoxication delirium,drug
F11.122,ICD10CM,Opioid abuse with intoxication with perceptual disturbance,drug
F11.129,ICD10CM,"Opioid abuse with intoxication, unspecified",drug
F11.14,ICD10CM,Opioid abuse with opioid-induced mood disorder,drug
F11.150,ICD10CM,Opioid abuse with opioid-induced psychotic disorder with delusions,drug
F11.151,ICD10CM,Opioid abuse with opioid-induced psychotic disorder with hallucinations,drug
F11.159,ICD10CM,"Opioid abuse with opioid-induced psychotic disorder, unspecified",drug
F11.188,ICD10CM,Opioid abuse with other opioid-induced disorder,drug
F11.181,ICD10CM,Opioid abuse with opioid-induced sexual dysfunction,drug
F11.182,ICD10CM,Opioid abuse with opioid-induced sleep disorder,drug
F11.19,ICD10CM,Opioid abuse with unspecified opioid-induced disorder,drug
F11.20,ICD10CM,"Opioid dependence, uncomplicated",drug
F11.220,ICD10CM,"Opioid dependence with intoxication, uncomplicated",drug
F11.221,ICD10CM,Opioid dependence with intoxication delirium,drug
F11.222,ICD10CM,Opioid dependence with intoxication with perceptual disturbance,drug
F11.229,ICD10CM,"Opioid dependence with intoxication, unspecified",drug
F11.23,ICD10CM,Opioid dependence with withdrawal,drug
F11.24,ICD10CM,Opioid dependence with opioid-induced mood disorder,drug
F11.250,ICD10CM,Opioid dependence with opioid-induced psychotic disorder with delusions,drug
F11.251,ICD10CM,Opioid dependence with opioid-induced psychotic disorder with hallucinations,drug
F11.259,ICD10CM,"Opioid dependence with opioid-induced psychotic disorder, unspecified",drug
F11.288,ICD10CM,Opioid dependence with other opioid-induced disorder,drug
F11.281,ICD10CM,Opioid dependence with opioid-induced sexual dysfunction,drug
F11.282,ICD10CM,Opioid dependence with opioid-induced sleep disorder,drug
F11.29,ICD10CM,Opioid dependence with unspecified opioid-induced disorder,drug
F11.90,ICD10CM,"Opioid use, unspecified, uncomplicated",drug
F11.920,ICD10CM,"Opioid use, unspecified with intoxication, uncomplicated",drug
F11.921,ICD10CM,"Opioid use, unspecified with intoxication delirium",drug
F11.922,ICD10CM,"Opioid use, unspecified with intoxication with perceptual disturbance",drug
F11.929,ICD10CM,"Opioid use, unspecified with intoxication, unspecified",drug
F11.93,ICD10CM,"Opioid use, unspecified with withdrawal",drug
F11.94,ICD10CM,"Opioid use, unspecified with opioid-induced mood disorder",drug
F11.950,ICD10CM,"Opioid use, unspecified with opioid-induced psychotic disorder with delusions",drug
F11.951,ICD10CM,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",drug
F11.959,ICD10CM,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",drug
F11.981,ICD10CM,"Opioid use, unspecified with opioid-induced sexual dysfunction",drug
F11.982,ICD10CM,"Opioid use, unspecified with opioid-induced sleep disorder",drug
F11.988,ICD10CM,"Opioid use, unspecified with other opioid-induced disorder",drug
F11.99,ICD10CM,"Opioid use, unspecified with unspecified opioid-induced disorder",drug
F12.10,ICD10CM,"Cannabis abuse, uncomplicated",drug
F12.120,ICD10CM,"Cannabis abuse with intoxication, uncomplicated",drug
F12.121,ICD10CM,Cannabis abuse with intoxication delirium,drug
F12.122,ICD10CM,Cannabis abuse with intoxication with perceptual disturbance,drug
F12.129,ICD10CM,"Cannabis abuse with intoxication, unspecified",drug
F12.150,ICD10CM,Cannabis abuse with psychotic disorder with delusions,drug
F12.151,ICD10CM,Cannabis abuse with psychotic disorder with hallucinations,drug
F12.159,ICD10CM,"Cannabis abuse with psychotic disorder, unspecified",drug
F12.188,ICD10CM,Cannabis abuse with other cannabis-induced disorder,drug
F12.180,ICD10CM,Cannabis abuse with cannabis-induced anxiety disorder,drug
F12.19,ICD10CM,Cannabis abuse with unspecified cannabis-induced disorder,drug
F12.20,ICD10CM,"Cannabis dependence, uncomplicated",drug
F12.220,ICD10CM,"Cannabis dependence with intoxication, uncomplicated",drug
F12.221,ICD10CM,Cannabis dependence with intoxication delirium,drug
F12.222,ICD10CM,Cannabis dependence with intoxication with perceptual disturbance,drug
F12.229,ICD10CM,"Cannabis dependence with intoxication, unspecified",drug
F12.250,ICD10CM,Cannabis dependence with psychotic disorder with delusions,drug
F12.251,ICD10CM,Cannabis dependence with psychotic disorder with hallucinations,drug
F12.259,ICD10CM,"Cannabis dependence with psychotic disorder, unspecified",drug
F12.288,ICD10CM,Cannabis dependence with other cannabis-induced disorder,drug
F12.280,ICD10CM,Cannabis dependence with cannabis-induced anxiety disorder,drug
F12.29,ICD10CM,Cannabis dependence with unspecified cannabis-induced disorder,drug
F12.90,ICD10CM,"Cannabis use, unspecified, uncomplicated",drug
F12.920,ICD10CM,"Cannabis use, unspecified with intoxication, uncomplicated",drug
F12.921,ICD10CM,"Cannabis use, unspecified with intoxication delirium",drug
F12.922,ICD10CM,"Cannabis use, unspecified with intoxication with perceptual disturbance",drug
F12.929,ICD10CM,"Cannabis use, unspecified with intoxication, unspecified",drug
F12.950,ICD10CM,"Cannabis use, unspecified with psychotic disorder with delusions",drug
F12.951,ICD10CM,"Cannabis use, unspecified with psychotic disorder with hallucinations",drug
F12.959,ICD10CM,"Cannabis use, unspecified with psychotic disorder, unspecified",drug
F12.988,ICD10CM,"Cannabis use, unspecified with other cannabis-induced disorder",drug
F12.980,ICD10CM,"Cannabis use, unspecified with anxiety disorder",drug
F12.99,ICD10CM,"Cannabis use, unspecified with unspecified cannabis-induced disorder",drug
F13.10,ICD10CM,"Sedative, hypnotic or anxiolytic abuse, uncomplicated",drug
F13.120,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated",drug
F13.121,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with intoxication delirium",drug
F13.129,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with intoxication, unspecified",drug
F13.14,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder",drug
F13.150,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",drug
F13.151,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",drug
F13.159,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",drug
F13.180,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced anxiety disorder",drug
F13.181,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sexual dysfunction",drug
F13.182,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sleep disorder",drug
F13.188,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorder",drug
F13.19,ICD10CM,"Sedative, hypnotic or anxiolytic abuse with unspecified sedative, hypnotic or anxiolytic-induced disorder",drug
F13.20,ICD10CM,"Sedative, hypnotic or anxiolytic dependence, uncomplicated",drug
F13.21,ICD10CM,"Sedative, hypnotic or anxiolytic dependence, in remission",drug
F13.220,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with intoxication, uncomplicated",drug
F13.221,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with intoxication delirium",drug
F13.229,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with intoxication, unspecified",drug
F13.230,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated",drug
F13.231,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with withdrawal delirium",drug
F13.232,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with withdrawal with perceptual disturbance",drug
F13.239,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified",drug
F13.24,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",drug
F13.250,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",drug
F13.251,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",drug
F13.259,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",drug
F13.26,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",drug
F13.27,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia",drug
F13.280,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",drug
F13.281,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sexual dysfunction",drug
F13.282,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder",drug
F13.288,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder",drug
F13.29,ICD10CM,"Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder",drug
F13.90,ICD10CM,"Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated",drug
F13.920,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication, uncomplicated",drug
F13.921,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication delirium",drug
F13.929,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication, unspecified",drug
F13.930,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated",drug
F13.931,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium",drug
F13.932,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances",drug
F13.939,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified",drug
F13.94,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder",drug
F13.950,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",drug
F13.951,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",drug
F13.959,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",drug
F13.96,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",drug
F13.97,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia",drug
F13.980,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder",drug
F13.981,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sexual dysfunction",drug
F13.982,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sleep disorder",drug
F13.988,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder",drug
F13.99,ICD10CM,"Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder",drug
F14.10,ICD10CM,"Cocaine abuse, uncomplicated",drug
F14.120,ICD10CM,"Cocaine abuse with intoxication, uncomplicated",drug
F14.121,ICD10CM,Cocaine abuse with intoxication with delirium,drug
F14.122,ICD10CM,Cocaine abuse with intoxication with perceptual disturbance,drug
F14.129,ICD10CM,"Cocaine abuse with intoxication, unspecified",drug
F14.14,ICD10CM,Cocaine abuse with cocaine-induced mood disorder,drug
F14.150,ICD10CM,Cocaine abuse with cocaine-induced psychotic disorder with delusions,drug
F14.151,ICD10CM,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,drug
F14.159,ICD10CM,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified",drug
F14.188,ICD10CM,Cocaine abuse with other cocaine-induced disorder,drug
F14.180,ICD10CM,Cocaine abuse with cocaine-induced anxiety disorder,drug
F14.181,ICD10CM,Cocaine abuse with cocaine-induced sexual dysfunction,drug
F14.182,ICD10CM,Cocaine abuse with cocaine-induced sleep disorder,drug
F14.19,ICD10CM,Cocaine abuse with unspecified cocaine-induced disorder,drug
F14.20,ICD10CM,"Cocaine dependence, uncomplicated",drug
F14.220,ICD10CM,"Cocaine dependence with intoxication, uncomplicated",drug
F14.221,ICD10CM,Cocaine dependence with intoxication delirium,drug
F14.222,ICD10CM,Cocaine dependence with intoxication with perceptual disturbance,drug
F14.229,ICD10CM,"Cocaine dependence with intoxication, unspecified",drug
F14.23,ICD10CM,Cocaine dependence with withdrawal,drug
F14.24,ICD10CM,Cocaine dependence with cocaine-induced mood disorder,drug
F14.250,ICD10CM,Cocaine dependence with cocaine-induced psychotic disorder with delusions,drug
F14.251,ICD10CM,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,drug
F14.259,ICD10CM,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",drug
F14.288,ICD10CM,Cocaine dependence with other cocaine-induced disorder,drug
F14.280,ICD10CM,Cocaine dependence with cocaine-induced anxiety disorder,drug
F14.281,ICD10CM,Cocaine dependence with cocaine-induced sexual dysfunction,drug
F14.282,ICD10CM,Cocaine dependence with cocaine-induced sleep disorder,drug
F14.29,ICD10CM,Cocaine dependence with unspecified cocaine-induced disorder,drug
F14.90,ICD10CM,"Cocaine use, unspecified, uncomplicated",drug
F14.920,ICD10CM,"Cocaine use, unspecified with intoxication, uncomplicated",drug
F14.921,ICD10CM,"Cocaine use, unspecified with intoxication delirium",drug
F14.922,ICD10CM,"Cocaine use, unspecified with intoxication with perceptual disturbance",drug
F14.929,ICD10CM,"Cocaine use, unspecified with intoxication, unspecified",drug
F14.94,ICD10CM,"Cocaine use, unspecified with cocaine-induced mood disorder",drug
F14.950,ICD10CM,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions",drug
F14.951,ICD10CM,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",drug
F14.959,ICD10CM,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",drug
F14.980,ICD10CM,"Cocaine use, unspecified with cocaine-induced anxiety disorder",drug
F14.981,ICD10CM,"Cocaine use, unspecified with cocaine-induced sexual dysfunction",drug
F14.982,ICD10CM,"Cocaine use, unspecified with cocaine-induced sleep disorder",drug
F14.988,ICD10CM,"Cocaine use, unspecified with other cocaine-induced disorder",drug
F14.99,ICD10CM,"Cocaine use, unspecified with unspecified cocaine-induced disorder",drug
F15.10,ICD10CM,"Other stimulant abuse, uncomplicated",drug
F15.120,ICD10CM,"Other stimulant abuse with intoxication, uncomplicated",drug
F15.121,ICD10CM,Other stimulant abuse with intoxication delirium,drug
F15.122,ICD10CM,Other stimulant abuse with intoxication with perceptual disturbance,drug
F15.129,ICD10CM,"Other stimulant abuse with intoxication, unspecified",drug
F15.14,ICD10CM,Other stimulant abuse with stimulant-induced mood disorder,drug
F15.150,ICD10CM,Other stimulant abuse with stimulant-induced psychotic disorder with delusions,drug
F15.151,ICD10CM,Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations,drug
F15.159,ICD10CM,"Other stimulant abuse with stimulant-induced psychotic disorder, unspecified",drug
F15.188,ICD10CM,Other stimulant abuse with other stimulant-induced disorder,drug
F15.180,ICD10CM,Other stimulant abuse with stimulant-induced anxiety disorder,drug
F15.181,ICD10CM,Other stimulant abuse with stimulant-induced sexual dysfunction,drug
F15.182,ICD10CM,Other stimulant abuse with stimulant-induced sleep disorder,drug
F15.19,ICD10CM,Other stimulant abuse with unspecified stimulant-induced disorder,drug
F15.20,ICD10CM,"Other stimulant dependence, uncomplicated",drug
F15.21,ICD10CM,"Other stimulant dependence, in remission",drug
F15.220,ICD10CM,"Other stimulant dependence with intoxication, uncomplicated",drug
F15.221,ICD10CM,Other stimulant dependence with intoxication delirium,drug
F15.222,ICD10CM,Other stimulant dependence with intoxication with perceptual disturbance,drug
F15.229,ICD10CM,"Other stimulant dependence with intoxication, unspecified",drug
F15.23,ICD10CM,Other stimulant dependence with withdrawal,drug
F15.24,ICD10CM,Other stimulant dependence with stimulant-induced mood disorder,drug
F15.250,ICD10CM,Other stimulant dependence with stimulant-induced psychotic disorder with delusions,drug
F15.251,ICD10CM,Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations,drug
F15.259,ICD10CM,"Other stimulant dependence with stimulant-induced psychotic disorder, unspecified",drug
F15.288,ICD10CM,Other stimulant dependence with other stimulant-induced disorder,drug
F15.280,ICD10CM,Other stimulant dependence with stimulant-induced anxiety disorder,drug
F15.281,ICD10CM,Other stimulant dependence with stimulant-induced sexual dysfunction,drug
F15.282,ICD10CM,Other stimulant dependence with stimulant-induced sleep disorder,drug
F15.29,ICD10CM,Other stimulant dependence with unspecified stimulant-induced disorder,drug
F15.90,ICD10CM,"Other stimulant use, unspecified, uncomplicated",drug
F15.920,ICD10CM,"Other stimulant use, unspecified with intoxication, uncomplicated",drug
F15.921,ICD10CM,"Other stimulant use, unspecified with intoxication delirium",drug
