code,code_type,description,code_class
C83.34,ICD10CM,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",canc
C83.35,ICD10CM,"Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb",canc
C83.36,ICD10CM,"Diffuse large B-cell lymphoma, intrapelvic lymph nodes",canc
C83.38,ICD10CM,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",canc
C83.50,ICD10CM,"Lymphoblastic (diffuse) lymphoma, unspecified site",canc
C83.51,ICD10CM,"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",canc
C83.52,ICD10CM,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",canc
C83.53,ICD10CM,"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",canc
C83.54,ICD10CM,"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",canc
C83.55,ICD10CM,"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",canc
C83.56,ICD10CM,"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",canc
C83.57,ICD10CM,"Lymphoblastic (diffuse) lymphoma, spleen",canc
C83.58,ICD10CM,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites",canc
C83.59,ICD10CM,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",canc
C83.79,ICD10CM,"Burkitt lymphoma, extranodal and solid organ sites",canc
C83.80,ICD10CM,"Other non-follicular lymphoma, unspecified site",canc
C83.81,ICD10CM,"Other non-follicular lymphoma, lymph nodes of head, face, and neck",canc
C83.82,ICD10CM,"Other non-follicular lymphoma, intrathoracic lymph nodes",canc
C83.83,ICD10CM,"Other non-follicular lymphoma, intra-abdominal lymph nodes",canc
C83.84,ICD10CM,"Other non-follicular lymphoma, lymph nodes of axilla and upper limb",canc
C83.85,ICD10CM,"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",canc
C83.86,ICD10CM,"Other non-follicular lymphoma, intrapelvic lymph nodes",canc
C83.87,ICD10CM,"Other non-follicular lymphoma, spleen",canc
C83.88,ICD10CM,"Other non-follicular lymphoma, lymph nodes of multiple sites",canc
C83.89,ICD10CM,"Other non-follicular lymphoma, extranodal and solid organ sites",canc
C83.90,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, unspecified site",canc
C83.91,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",canc
C83.92,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",canc
C83.93,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes",canc
C83.94,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",canc
C83.95,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",canc
C83.96,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes",canc
C83.97,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, spleen",canc
C83.98,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",canc
C83.99,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites",canc
C84.09,ICD10CM,"Mycosis fungoides, extranodal and solid organ sites",canc
C84.19,ICD10CM,"Sézary disease, extranodal and solid organ sites",canc
C84.60,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, unspecified site",canc
C84.61,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck",canc
C84.62,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",canc
C84.63,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",canc
C84.64,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",canc
C84.65,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",canc
C84.66,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",canc
C84.67,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, spleen",canc
C84.68,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",canc
C84.69,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites",canc
C84.70,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, unspecified site",canc
C84.71,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",canc
C84.72,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",canc
C84.73,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",canc
C84.74,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",canc
C84.75,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",canc
C84.76,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",canc
C84.77,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, spleen",canc
C84.78,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",canc
C84.79,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",canc
C84.90,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, unspecified site",canc
C84.91,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",canc
C84.92,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",canc
C84.93,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes",canc
C84.94,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",canc
C84.95,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",canc
C84.96,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",canc
C84.97,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, spleen",canc
C84.98,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of multiple sites",canc
C84.99,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites",canc
C84.A0,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, unspecified site",canc
C84.A1,ICD10CM,"Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",canc
C84.A2,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",canc
C84.A3,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",canc
C84.A4,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",canc
C84.A5,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",canc
C84.A6,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",canc
C84.A7,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, spleen",canc
C84.A8,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites",canc
C84.A9,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",canc
C84.Z0,ICD10CM,"Other mature T/NK-cell lymphomas, unspecified site",canc
C84.Z1,ICD10CM,"Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",canc
C84.Z2,ICD10CM,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",canc
C84.Z3,ICD10CM,"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",canc
C84.Z4,ICD10CM,"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",canc
C84.Z5,ICD10CM,"Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",canc
C84.Z6,ICD10CM,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",canc
C84.Z7,ICD10CM,"Other mature T/NK-cell lymphomas, spleen",canc
C84.Z8,ICD10CM,"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",canc
C84.Z9,ICD10CM,"Other mature T/NK-cell lymphomas, extranodal and solid organ sites",canc
C85.10,ICD10CM,"Unspecified B-cell lymphoma, unspecified site",canc
C85.11,ICD10CM,"Unspecified B-cell lymphoma, lymph nodes of head, face, and neck",canc
C85.12,ICD10CM,"Unspecified B-cell lymphoma, intrathoracic lymph nodes",canc
C85.13,ICD10CM,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes",canc
C85.14,ICD10CM,"Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb",canc
C85.15,ICD10CM,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",canc
C85.16,ICD10CM,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",canc
C85.17,ICD10CM,"Unspecified B-cell lymphoma, spleen",canc
C85.18,ICD10CM,"Unspecified B-cell lymphoma, lymph nodes of multiple sites",canc
C85.19,ICD10CM,"Unspecified B-cell lymphoma, extranodal and solid organ sites",canc
C85.20,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, unspecified site",canc
C85.21,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",canc
C85.22,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",canc
C85.23,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",canc
C85.24,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",canc
C85.25,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",canc
C85.26,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",canc
C85.27,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, spleen",canc
C85.28,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",canc
C85.29,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",canc
C85.80,ICD10CM,"Other specified types of non-Hodgkin lymphoma, unspecified site",canc
C85.81,ICD10CM,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",canc
C85.82,ICD10CM,"Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",canc
C85.83,ICD10CM,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",canc
C85.84,ICD10CM,"Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",canc
C85.85,ICD10CM,"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",canc
C85.86,ICD10CM,"Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",canc
C85.87,ICD10CM,"Other specified types of non-Hodgkin lymphoma, spleen",canc
C85.88,ICD10CM,"Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites",canc
C85.89,ICD10CM,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",canc
C85.90,ICD10CM,"Non-Hodgkin lymphoma, unspecified, unspecified site",canc
C85.91,ICD10CM,"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",canc
C85.92,ICD10CM,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",canc
C85.93,ICD10CM,"Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",canc
C85.94,ICD10CM,"Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",canc
C85.95,ICD10CM,"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",canc
C85.96,ICD10CM,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",canc
C85.97,ICD10CM,"Non-Hodgkin lymphoma, unspecified, spleen",canc
C85.98,ICD10CM,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",canc
C85.99,ICD10CM,"Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites",canc
C90.00,ICD10CM,Multiple myeloma not having achieved remission,canc
C90.10,ICD10CM,Plasma cell leukemia not having achieved remission,canc
C90.20,ICD10CM,Extramedullary plasmacytoma not having achieved remission,canc
C90.22,ICD10CM,Extramedullary plasmacytoma in relapse,canc
C90.30,ICD10CM,Solitary plasmacytoma not having achieved remission,canc
C90.31,ICD10CM,Solitary plasmacytoma in remission,canc
C90.32,ICD10CM,Solitary plasmacytoma in relapse,canc
C91.00,ICD10CM,Acute lymphoblastic leukemia not having achieved remission,canc
C91.02,ICD10CM,"Acute lymphoblastic leukemia, in relapse",canc
C91.10,ICD10CM,Chronic lymphocytic leukemia of B-cell type not having achieved remission,canc
C91.11,ICD10CM,Chronic lymphocytic leukemia of B-cell type in remission,canc
C91.12,ICD10CM,Chronic lymphocytic leukemia of B-cell type in relapse,canc
C91.30,ICD10CM,Prolymphocytic leukemia of B-cell type not having achieved remission,canc
C91.31,ICD10CM,"Prolymphocytic leukemia of B-cell type, in remission",canc
C91.32,ICD10CM,"Prolymphocytic leukemia of B-cell type, in relapse",canc
C91.40,ICD10CM,Hairy cell leukemia not having achieved remission,canc
C91.50,ICD10CM,Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,canc
C91.51,ICD10CM,"Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission",canc
C91.60,ICD10CM,Prolymphocytic leukemia of T-cell type not having achieved remission,canc
C91.61,ICD10CM,"Prolymphocytic leukemia of T-cell type, in remission",canc
C91.62,ICD10CM,"Prolymphocytic leukemia of T-cell type, in relapse",canc
C91.90,ICD10CM,"Lymphoid leukemia, unspecified not having achieved remission",canc
C91.A0,ICD10CM,Mature B-cell leukemia Burkitt-type not having achieved remission,canc
C91.A1,ICD10CM,"Mature B-cell leukemia Burkitt-type, in remission",canc
C91.A2,ICD10CM,"Mature B-cell leukemia Burkitt-type, in relapse",canc
C91.Z0,ICD10CM,Other lymphoid leukemia not having achieved remission,canc
C92.00,ICD10CM,"Acute myeloblastic leukemia, not having achieved remission",canc
C92.02,ICD10CM,"Acute myeloblastic leukemia, in relapse",canc
C92.10,ICD10CM,"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",canc
C92.11,ICD10CM,"Chronic myeloid leukemia, BCR/ABL-positive, in remission",canc
C92.12,ICD10CM,"Chronic myeloid leukemia, BCR/ABL-positive, in relapse",canc
C92.20,ICD10CM,"Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission",canc
C92.21,ICD10CM,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission",canc
C92.22,ICD10CM,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse",canc
C92.30,ICD10CM,"Myeloid sarcoma, not having achieved remission",canc
C92.40,ICD10CM,"Acute promyelocytic leukemia, not having achieved remission",canc
C92.42,ICD10CM,"Acute promyelocytic leukemia, in relapse",canc
C92.50,ICD10CM,"Acute myelomonocytic leukemia, not having achieved remission",canc
C92.52,ICD10CM,"Acute myelomonocytic leukemia, in relapse",canc
C92.60,ICD10CM,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,canc
C92.61,ICD10CM,Acute myeloid leukemia with 11q23-abnormality in remission,canc
C92.62,ICD10CM,Acute myeloid leukemia with 11q23-abnormality in relapse,canc
C92.90,ICD10CM,"Myeloid leukemia, unspecified, not having achieved remission",canc
C92.A0,ICD10CM,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",canc
C92.A1,ICD10CM,"Acute myeloid leukemia with multilineage dysplasia, in remission",canc
C92.Z0,ICD10CM,Other myeloid leukemia not having achieved remission,canc
C93.00,ICD10CM,"Acute monoblastic/monocytic leukemia, not having achieved remission",canc
C93.01,ICD10CM,"Acute monoblastic/monocytic leukemia, in remission",canc
C93.02,ICD10CM,"Acute monoblastic/monocytic leukemia, in relapse",canc
C93.10,ICD10CM,Chronic myelomonocytic leukemia not having achieved remission,canc
C93.30,ICD10CM,"Juvenile myelomonocytic leukemia, not having achieved remission",canc
C93.31,ICD10CM,"Juvenile myelomonocytic leukemia, in remission",canc
C93.32,ICD10CM,"Juvenile myelomonocytic leukemia, in relapse",canc
C93.90,ICD10CM,"Monocytic leukemia, unspecified, not having achieved remission",canc
C94.00,ICD10CM,"Acute erythroid leukemia, not having achieved remission",canc
C94.20,ICD10CM,Acute megakaryoblastic leukemia not having achieved remission,canc
C94.30,ICD10CM,Mast cell leukemia not having achieved remission,canc
C94.40,ICD10CM,Acute panmyelosis with myelofibrosis not having achieved remission,canc
C94.41,ICD10CM,"Acute panmyelosis with myelofibrosis, in remission",canc
C94.42,ICD10CM,"Acute panmyelosis with myelofibrosis, in relapse",canc
C94.80,ICD10CM,Other specified leukemias not having achieved remission,canc
C95.00,ICD10CM,Acute leukemia of unspecified cell type not having achieved remission,canc
C95.10,ICD10CM,Chronic leukemia of unspecified cell type not having achieved remission,canc
C95.90,ICD10CM,"Leukemia, unspecified not having achieved remission",canc
C96.0,ICD10CM,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,canc
C96.5,ICD10CM,Multifocal and unisystemic Langerhans-cell histiocytosis,canc
C49.A0,ICD10CM,"Gastrointestinal stromal tumor, unspecified site",canc
C49.A5,ICD10CM,Gastrointestinal stromal tumor of rectum,canc
C49.A9,ICD10CM,Gastrointestinal stromal tumor of other sites,canc
C81.10,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, unspecified site",canc
C81.18,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",canc
C81.19,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",canc
C81.20,ICD10CM,"Mixed cellularity Hodgkin lymphoma, unspecified site",canc
C81.25,ICD10CM,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",canc
C81.29,ICD10CM,"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites",canc
C81.30,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, unspecified site",canc
C81.31,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck",canc
C81.39,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",canc
C81.40,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, unspecified site",canc
C81.41,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",canc
C81.49,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites",canc
C81.70,ICD10CM,"Other Hodgkin lymphoma, unspecified site",canc
C81.71,ICD10CM,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck",canc
C81.72,ICD10CM,"Other Hodgkin lymphoma, intrathoracic lymph nodes",canc
C81.73,ICD10CM,"Other Hodgkin lymphoma, intra-abdominal lymph nodes",canc
C81.74,ICD10CM,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb",canc
C81.75,ICD10CM,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",canc
C81.76,ICD10CM,"Other Hodgkin lymphoma, intrapelvic lymph nodes",canc
C81.77,ICD10CM,"Other Hodgkin lymphoma, spleen",canc
C81.78,ICD10CM,"Other Hodgkin lymphoma, lymph nodes of multiple sites",canc
C81.79,ICD10CM,"Other Hodgkin lymphoma, extranodal and solid organ sites",canc
C96.29,ICD10CM,Other malignant mast cell neoplasm,canc
C96.20,ICD10CM,"Malignant mast cell neoplasm, unspecified",canc
C43.111,ICD10CM,"Malignant melanoma of right upper eyelid, including canthus",canc
C43.112,ICD10CM,"Malignant melanoma of right lower eyelid, including canthus",canc
C43.121,ICD10CM,"Malignant melanoma of left upper eyelid, including canthus",canc
C43.122,ICD10CM,"Malignant melanoma of left lower eyelid, including canthus",canc
C92.A2,ICD10CM,"Acute myeloid leukemia with multilineage dysplasia, in relapse",canc
C94.02,ICD10CM,"Acute erythroid leukemia, in relapse",canc
C96.A,ICD10CM,Histiocytic sarcoma,canc
C21.2,ICD10CM,Malignant neoplasm of cloacogenic zone,canc
C22.9,ICD10CM,"Malignant neoplasm of liver, not specified as primary or secondary",canc
C22.1,ICD10CM,Intrahepatic bile duct carcinoma,canc
C22.3,ICD10CM,Angiosarcoma of liver,canc
C45.1,ICD10CM,Mesothelioma of peritoneum,canc
C45.2,ICD10CM,Mesothelioma of pericardium,canc
C49.3,ICD10CM,Malignant neoplasm of connective and soft tissue of thorax,canc
C26.0,ICD10CM,"Malignant neoplasm of intestinal tract, part unspecified",canc
C25.9,ICD10CM,"Malignant neoplasm of pancreas, unspecified",canc
C41.0,ICD10CM,Malignant neoplasm of bones of skull and face,canc
C41.2,ICD10CM,Malignant neoplasm of vertebral column,canc
C43.4,ICD10CM,Malignant melanoma of scalp and neck,canc
C49.4,ICD10CM,Malignant neoplasm of connective and soft tissue of abdomen,canc
C71.5,ICD10CM,Malignant neoplasm of cerebral ventricle,canc
C49.0,ICD10CM,"Malignant neoplasm of connective and soft tissue of head, face and neck",canc
C22.4,ICD10CM,Other sarcomas of liver,canc
C22.7,ICD10CM,Other specified carcinomas of liver,canc
C26.9,ICD10CM,Malignant neoplasm of ill-defined sites within the digestive system,canc
C45.7,ICD10CM,Mesothelioma of other sites,canc
C47.6,ICD10CM,"Malignant neoplasm of peripheral nerves of trunk, unspecified",canc
C47.8,ICD10CM,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,canc
C47.9,ICD10CM,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",canc
C49.6,ICD10CM,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",canc
C49.9,ICD10CM,"Malignant neoplasm of connective and soft tissue, unspecified",canc
C46.7,ICD10CM,Kaposi's sarcoma of other sites,canc
C57.7,ICD10CM,Malignant neoplasm of other specified female genital organs,canc
C57.8,ICD10CM,Malignant neoplasm of overlapping sites of female genital organs,canc
C63.7,ICD10CM,Malignant neoplasm of other specified male genital organs,canc
C63.8,ICD10CM,Malignant neoplasm of overlapping sites of male genital organs,canc
C68.9,ICD10CM,"Malignant neoplasm of urinary organ, unspecified",canc
C72.9,ICD10CM,"Malignant neoplasm of central nervous system, unspecified",canc
C70.9,ICD10CM,"Malignant neoplasm of meninges, unspecified",canc
C75.8,ICD10CM,"Malignant neoplasm with pluriglandular involvement, unspecified",canc
C88.8,ICD10CM,Other malignant immunoproliferative diseases,canc
C96.Z,ICD10CM,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",canc
C96.9,ICD10CM,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",canc
C54.8,ICD10CM,Malignant neoplasm of overlapping sites of corpus uteri,canc
C53.8,ICD10CM,Malignant neoplasm of overlapping sites of cervix uteri,canc
C72.1,ICD10CM,Malignant neoplasm of cauda equina,canc
C47.0,ICD10CM,"Malignant neoplasm of peripheral nerves of head, face and neck",canc
C47.3,ICD10CM,Malignant neoplasm of peripheral nerves of thorax,canc
C47.4,ICD10CM,Malignant neoplasm of peripheral nerves of abdomen,canc
C47.5,ICD10CM,Malignant neoplasm of peripheral nerves of pelvis,canc
C49.8,ICD10CM,Malignant neoplasm of overlapping sites of connective and soft tissue,canc
C11.8,ICD10CM,Malignant neoplasm of overlapping sites of nasopharynx,canc
C13.8,ICD10CM,Malignant neoplasm of overlapping sites of hypopharynx,canc
C32.8,ICD10CM,Malignant neoplasm of overlapping sites of larynx,canc
C31.8,ICD10CM,Malignant neoplasm of overlapping sites of accessory sinuses,canc
C38.8,ICD10CM,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",canc
C04.8,ICD10CM,Malignant neoplasm of overlapping sites of floor of mouth,canc
C15.8,ICD10CM,Malignant neoplasm of overlapping sites of esophagus,canc
C16.8,ICD10CM,Malignant neoplasm of overlapping sites of stomach,canc
C17.8,ICD10CM,Malignant neoplasm of overlapping sites of small intestine,canc
C24.8,ICD10CM,Malignant neoplasm of overlapping sites of biliary tract,canc
C25.8,ICD10CM,Malignant neoplasm of overlapping sites of pancreas,canc
C67.8,ICD10CM,Malignant neoplasm of overlapping sites of bladder,canc
C68.8,ICD10CM,Malignant neoplasm of overlapping sites of urinary organs,canc
C60.8,ICD10CM,Malignant neoplasm of overlapping sites of penis,canc
C43.8,ICD10CM,Malignant melanoma of overlapping sites of skin,canc
C51.9,ICD10CM,"Malignant neoplasm of vulva, unspecified",canc
C61,ICD10CM,Malignant neoplasm of prostate,canc
C00.1,ICD10CM,Malignant neoplasm of external lower lip,canc
C81.28,ICD10CM,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",canc
C00.3,ICD10CM,"Malignant neoplasm of upper lip, inner aspect",canc
C03.1,ICD10CM,Malignant neoplasm of lower gum,canc
C75.5,ICD10CM,Malignant neoplasm of aortic body and other paraganglia,canc
C00.0,ICD10CM,Malignant neoplasm of external upper lip,canc
C00.5,ICD10CM,"Malignant neoplasm of lip, unspecified, inner aspect",canc
C00.8,ICD10CM,Malignant neoplasm of overlapping sites of lip,canc
C02.1,ICD10CM,Malignant neoplasm of border of tongue,canc
C04.1,ICD10CM,Malignant neoplasm of lateral floor of mouth,canc
C08.9,ICD10CM,"Malignant neoplasm of major salivary gland, unspecified",canc
C10.1,ICD10CM,Malignant neoplasm of anterior surface of epiglottis,canc
C10.4,ICD10CM,Malignant neoplasm of branchial cleft,canc
C10.8,ICD10CM,Malignant neoplasm of overlapping sites of oropharynx,canc
C13.0,ICD10CM,Malignant neoplasm of postcricoid region,canc
C13.2,ICD10CM,Malignant neoplasm of posterior wall of hypopharynx,canc
C14.8,ICD10CM,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",canc
C18.1,ICD10CM,Malignant neoplasm of appendix,canc
C21.8,ICD10CM,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",canc
C25.4,ICD10CM,Malignant neoplasm of endocrine pancreas,canc
C25.7,ICD10CM,Malignant neoplasm of other parts of pancreas,canc
C30.1,ICD10CM,Malignant neoplasm of middle ear,canc
C51.0,ICD10CM,Malignant neoplasm of labium majus,canc
C51.1,ICD10CM,Malignant neoplasm of labium minus,canc
C54.0,ICD10CM,Malignant neoplasm of isthmus uteri,canc
C54.2,ICD10CM,Malignant neoplasm of myometrium,canc
C54.3,ICD10CM,Malignant neoplasm of fundus uteri,canc
C67.0,ICD10CM,Malignant neoplasm of trigone of bladder,canc
C67.1,ICD10CM,Malignant neoplasm of dome of bladder,canc
C67.2,ICD10CM,Malignant neoplasm of lateral wall of bladder,canc
C75.1,ICD10CM,Malignant neoplasm of pituitary gland,canc
C75.2,ICD10CM,Malignant neoplasm of craniopharyngeal duct,canc
C49.5,ICD10CM,Malignant neoplasm of connective and soft tissue of pelvis,canc
C00.2,ICD10CM,"Malignant neoplasm of external lip, unspecified",canc
C15.9,ICD10CM,"Malignant neoplasm of esophagus, unspecified",canc
C02.8,ICD10CM,Malignant neoplasm of overlapping sites of tongue,canc
C48.8,ICD10CM,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,canc
C02.2,ICD10CM,Malignant neoplasm of ventral surface of tongue,canc
C43.52,ICD10CM,Malignant melanoma of skin of breast,canc
C83.77,ICD10CM,"Burkitt lymphoma, spleen",canc
C95.91,ICD10CM,"Leukemia, unspecified, in remission",canc
C95.01,ICD10CM,"Acute leukemia of unspecified cell type, in remission",canc
C95.11,ICD10CM,"Chronic leukemia of unspecified cell type, in remission",canc
C92.91,ICD10CM,"Myeloid leukemia, unspecified in remission",canc
C93.91,ICD10CM,"Monocytic leukemia, unspecified in remission",canc
C91.91,ICD10CM,"Lymphoid leukemia, unspecified, in remission",canc
